"codconta";"codloja";"dtbaixa";"compt";"valor";"detalhe"
"00199";"02";2024-04-15;2024-04-15;-1.209000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-21;2024-04-21;-1.326000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-1.008000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-07;2024-04-07;-1.680000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-22;2024-04-22;-0.024000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-0.864000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-07;2024-04-07;-0.684000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-09;2024-04-09;-2.160000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-0.252000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-10;2024-04-10;-1.800000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-16;2024-04-16;-13.405000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-26;2024-04-26;-0.383000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-18;2024-04-18;-6.040000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-1.800000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-12;2024-04-12;-6.063000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-0.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-03;2024-04-03;-0.600000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-04;2024-04-04;-0.225000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-0.050000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-08;2024-04-08;-0.700000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-11;2024-04-11;-0.500000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-15;2024-04-15;-0.325000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-16;2024-04-16;-0.300000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-19;2024-04-19;-0.025000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-20;2024-04-20;-0.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-22;2024-04-22;-0.200000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-25;2024-04-25;-0.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-26;2024-04-26;-0.200000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-27;2024-04-27;-0.075000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-28;2024-04-28;-0.025000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-10;2024-04-10;-0.254000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-24;2024-04-24;-0.254000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-21;2024-04-21;-0.245000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-24;2024-04-24;-0.245000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-24;2024-04-24;-10.695000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-3.940000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-2.955000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-12;2024-04-12;-0.985000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-4.937000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-0.240000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-13;2024-04-13;-0.960000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-22;2024-04-22;-0.144000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-13;2024-04-13;-0.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-0.200000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-18;2024-04-18;-0.500000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-21;2024-04-21;-3.000000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-27;2024-04-27;-0.600000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-0.900000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-07;2024-04-07;-5.200000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-0.260000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-14;2024-04-14;-0.416000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-22;2024-04-22;-0.416000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-23;2024-04-23;-0.208000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-25;2024-04-25;-0.936000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-06;2024-04-06;-4.095000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-4.500000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-14;2024-04-14;-0.405000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-22;2024-04-22;-0.405000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-0.134000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-0.536000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-14;2024-04-14;-0.670000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-17;2024-04-17;-0.335000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-22;2024-04-22;-0.201000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-23;2024-04-23;-0.201000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-26;2024-04-26;-0.469000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-27;2024-04-27;-1.139000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-12;2024-04-12;-19.236000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-18;2024-04-18;-3.024000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-19;2024-04-19;-4.200000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-20;2024-04-20;-1.344000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-22;2024-04-22;-0.588000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-0.840000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-02;2024-04-02;-2.666000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-06;2024-04-06;-0.924000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-09;2024-04-09;-0.252000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-03;2024-04-03;-0.258000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-06;2024-04-06;-0.198000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-0.198000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-12;2024-04-12;-19.800000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-1.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-16;2024-04-16;-1.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-24;2024-04-24;-1.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-02;2024-04-02;-0.196000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-23;2024-04-23;-1.274000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-12;2024-04-12;-1.300000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-3.020000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-03;2024-04-03;-0.302000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-1.510000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-06;2024-04-06;-0.252000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-12;2024-04-12;-12.600000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-17;2024-04-17;-2.520000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-21;2024-04-21;-2.520000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-22;2024-04-22;-2.772000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-2.520000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-03;2024-04-03;-0.906000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-16;2024-04-16;-2.520000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-23;2024-04-23;-12.600000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-0.456000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-0.608000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-20;2024-04-20;-1.824000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-25;2024-04-25;-6.992000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-0.296000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-10;2024-04-10;-1.036000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-11;2024-04-11;-14.800000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-1.480000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-22;2024-04-22;-0.444000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-2.960000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-29.600000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-19;2024-04-19;-0.444000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-23;2024-04-23;-0.444000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-17;2024-04-17;-12.618000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-24;2024-04-24;-12.618000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-39.992000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-14.838000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-04;2024-04-04;-89.982000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-17;2024-04-17;-19.784000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-19;2024-04-19;-12.688000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-15;2024-04-15;-6.344000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-20;2024-04-20;-12.688000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-22;2024-04-22;-19.032000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-2.032000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-27;2024-04-27;-1.016000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-11;2024-04-11;-2.284000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-03;2024-04-03;-2.284000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-18;2024-04-18;-5.970000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-2.985000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-19;2024-04-19;-2.985000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-03;2024-04-03;-5.334000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-4.290000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-10;2024-04-10;-4.290000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-14;2024-04-14;-2.145000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-27;2024-04-27;-4.290000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-08;2024-04-08;-4.290000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-24;2024-04-24;-2.145000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-26;2024-04-26;-4.290000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-7.638000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-7.638000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-0.172000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-03;2024-04-03;-3.520000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-3.520000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-3.520000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-07;2024-04-07;-3.520000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-10;2024-04-10;-7.040000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-12;2024-04-12;-17.600000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-10.458000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-22;2024-04-22;-6.972000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-24;2024-04-24;-3.486000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-03;2024-04-03;-19.272000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-6.424000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-06;2024-04-06;-16.060000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-07;2024-04-07;-9.636000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-11;2024-04-11;-6.424000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-12.860000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-19;2024-04-19;-5.144000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-5.144000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-10.288000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-5.144000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-12;2024-04-12;-12.848000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-21;2024-04-21;-10.288000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-25;2024-04-25;-51.440000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-10.942000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-16.413000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-82.065000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-17;2024-04-17;-10.942000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-04;2024-04-04;-5.471000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-15;2024-04-15;-10.942000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-18;2024-04-18;-10.942000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-19;2024-04-19;-5.471000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-26;2024-04-26;-5.471000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-5.471000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-08;2024-04-08;-10.942000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-13;2024-04-13;-5.471000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-17;2024-04-17;-5.471000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-16.413000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-27;2024-04-27;-10.942000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-5.471000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-03;2024-04-03;-10.942000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-32.100000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-03;2024-04-03;-8.025000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-8.025000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-07;2024-04-07;-8.025000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-12;2024-04-12;-8.025000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-13;2024-04-13;-7.939000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-15;2024-04-15;-15.878000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-18;2024-04-18;-7.939000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-22;2024-04-22;-7.939000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-18;2024-04-18;-7.939000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-19;2024-04-19;-7.939000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-20;2024-04-20;-7.939000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-24;2024-04-24;-7.939000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-25;2024-04-25;-7.939000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-10.288000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-09;2024-04-09;-43.180000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-20;2024-04-20;-4.318000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-21.590000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-09;2024-04-09;-4.318000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-24;2024-04-24;-19.056000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-14.910000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-06;2024-04-06;-6.390000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-07;2024-04-07;-6.390000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-28;2024-04-28;-4.206000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-03;2024-04-03;-19.170000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-04;2024-04-04;-12.780000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-21.300000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-14;2024-04-14;-4.206000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-16;2024-04-16;-6.309000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-22;2024-04-22;-8.412000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-24;2024-04-24;-16.824000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-26;2024-04-26;-8.412000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-02;2024-04-02;-5.283000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-06;2024-04-06;-15.849000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-07;2024-04-07;-1.761000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-12;2024-04-12;-7.044000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-22;2024-04-22;-3.486000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-12;2024-04-12;-29.202000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-28;2024-04-28;-22.710000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-20;2024-04-20;-10.109000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-07;2024-04-07;-43.332000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-23;2024-04-23;-4.020000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-15;2024-04-15;-0.730000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-07;2024-04-07;-103.326000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-02;2024-04-02;-17.214000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-12;2024-04-12;-1.280000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-1.080000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-05;2024-04-05;-1.944000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-06;2024-04-06;-0.648000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-09;2024-04-09;-1.296000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-17;2024-04-17;-1.080000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-20;2024-04-20;-0.648000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-09;2024-04-09;-0.477000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-04;2024-04-04;-59.855000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-24;2024-04-24;-119.710000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-14;2024-04-14;-790.970000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-22;2024-04-22;-790.970000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-24;2024-04-24;-352.800000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-12;2024-04-12;-242.370000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-26;2024-04-26;-68.414000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-05;2024-04-05;-248.040000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"00";2024-04-20;2024-04-20;-80.397000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
"00199";"02";2024-04-26;2024-04-26;-80.397000;CMV - CUSTO DA MERCADORIA VENDIDA                                                                                       
